GA Attribution Campaign,GA Attribution Channel,GA Attribution Medium,Orders Order ID,Orders User ID,Orders Placed Date,Order Products Product ID,Order Skus ID,Contacts Contact ID,Users Is User Account Created (Yes / No),Orders Net Revenue,Contacts Email Domain,Order Products Product Name,Order Products Merchandising Category,Order Products First Tier Derpartment Name,Order Products Primary Department Name,Order Products Show on Product Page Tag Names,Order Products Show on Search Page Tag Names,Order Products Is Product Active (Yes / No),Order Skus Packaging Type,GA Attribution Source,Orders Shipping Fee Amount,Orders Unique Merchandising Category Name,Orders Billed to City,Orders Billed to State Prov,Orders Billed to Country Code,Order Skus List Price,Order Skus After Discount Price,Order Skus Before Discount Price,Contacts First Subscribed Date,Contacts First Subscribed Time,Orders Placed Time,Orders Is Placed Day Holiday (Yes / No),Order Skus Discount,Orders Canceled Date,Order Skus Weight,KW Skus Data Net Weight,Order Skus Packaging Type Code,Gifting Is Gift (Yes / No),Orders Discount Fee Amount,KW Skus Data Meltable (Yes / No),Orders Total New Order Revenue,Order Skus Count of Pieces,Order Skus Gross Profit,Accrued Gross Margin,Accrued Product Cost,Shipments Total Shipping Revenue,Order Skus Total Raw Material Cost,Order Skus Total Packaging Cost,Shipments Total Heat Resistant Packaging Cost,Order Skus Total Filling Labor Cost,Accrued Direct Labor Fulfillment Cost,Accrued Direct Labor Support Cost,Accrued Direct Labor Others Cost,Accrued Indirect Labor Cost,Accrued Freight Out Cost,Accrued Credit Card Processing Fee,Accrued Others Cost,Shipments Total Actual Carrier Cost,Orders Total Shipping Carrier Fees
(not set),,(none),12865568,2519307,2022-04-13,3333,3333-01,6008766,Yes,60.94,hotmail.com,Honey & Heat Snack Mix,Snacks,Snacks,Trail Mix,"spicy,sweet","spicy,snacks,nuts,new products,sweet",Yes,Medium 1 Pound Bag,(direct),0,"Snacks,Dried Fruit,Chocolates & Sweets,Nuts",Hainesville,IL,US,9.99,9.99,9.99,2022-04-12,2022-04-12 23:49:07,2022-04-13 00:08:06,No,0,,1,1,M,No,0,No,60.94,1,7.35,60.241034,0,0,2.64,0.08,0,0.618966,0,0,0,0,0,0,0,0,5.23
2022-04-12-Easter-Hosting-RU_DTC_1,,email,12867017,2474161,2022-04-13,3383,3383-01,5682605,Yes,59.93,yahoo.com,Lemon Poppy Malt Balls,Chocolates & Sweets,Chocolates & Sweets,Malted Milk Balls,"kosher,sweet,chocolate,pastel,kosher dairy,lemon (flavor),malt","kosher,sweet,chocolate,chocolates & sweets,new products,kosher dairy,lemon (flavor),malt",Yes,Medium 1 Pound Bag,Iterable,0,"Dried Fruit,Chocolates & Sweets,Cooking",Colerain,NC,US,10.99,0,10.99,2021-12-11,2021-12-11 12:40:13,2022-04-13 10:36:16,No,-10.99,,1,1,M,No,0,Yes,0,1,0,59.85,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,13.65
Automated-Abandoned-Cart_1_Returning_a,,email,12865651,,2022-04-13,5005,5005-01,3800235,No,80.91,comcast.net,Chocolate-Covered Almonds,Nuts,Nuts,Almonds,"dipped & dusted,chocolate,chocolate covered,milk chocolate","dipped & dusted,chocolate,nuts and seeds,chocolate covered,nuts,chocolates & sweets,milk chocolate",Yes,Small 1 Pound Bag,Iterable,4.99,"Dried Fruit,Nuts,Chocolates & Sweets,Seeds,Coffees & Teas",Olympia,WA,US,10.99,10.99,10.99,2020-10-26,2020-10-26 16:57:08,2022-04-13 00:40:01,No,0,,1,1,S,No,0,Yes,0,1,7.12,80.540517,0,4.99,3.87,0.06,0,0.309483,0,0,0,0,0,0,0,0,9.82
2022-04-12-Easter-Hosting-RU_DTC_1,,email,12866828,,2022-04-13,5131,5131-01,4907405,No,65.93,aol.com,Dark Chocolate-Covered Raisins,Dried Fruit,Dried Fruit,Raisins,"kosher pareve,chocolate covered,chocolate,kosher,dark chocolate","kosher pareve,chocolate covered,chocolate,chocolates & sweets,kosher,dried fruit,dark chocolate",Yes,Small 1 Pound Bag,Iterable,0,"Nuts,Dried Fruit,Chocolates & Sweets,Snacks",Newark,NJ,US,8.99,8.99,8.99,2021-05-10,2021-05-10 12:01:46,2022-04-13 10:04:58,No,0,,1,1,S,No,0,Yes,0,1,8.99,65.560517,0,0,0,0.06,0,0.309483,0,0,0,0,0,0,0,0,5.08
,,,12866067,2025982,2022-04-13,8356,8356-01,4183712,Yes,20.27,outlook.com,Assorted Toffees,Chocolates & Sweets,Chocolates & Sweets,Old Time Candy,"coffee (flavor),sweet,rainbow candy","coffee (flavor),wrapped,chocolates & sweets,sweet",Yes,Medium 1 Pound Bag,,6.99,Chocolates & Sweets,Batavia,NY,US,8.99,8.54,8.99,2021-01-05,2021-01-05 17:26:25,2022-04-13 05:03:42,No,-0.45,,1,1,M,No,0,Yes,0,1,8.54,19.571034,0,6.99,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,6.99
BPA - All Products (Non-Converting Users),bing,cpc,12866499,,2022-04-13,4017,4017-01,6008983,No,78.92,taylortec.com,"Roasted Virginia Peanuts (Salted, No Shell)",Nuts,Nuts,Peanuts,"salted,virginia,roasted,certified gluten-free,kosher,gluten-free,kosher pareve","salted,virginia,roasted,best sellers,nuts and seeds,out of shell,certified gluten-free,kosher,nuts,oil roasted,gluten-free,kosher pareve",Yes,Medium 1 Pound Bag,bing,0,"Dried Fruit,Nuts,Snacks,Coffees & Teas",,,,4.99,4.99,4.99,2022-04-13,2022-04-13 08:32:21,2022-04-13 08:38:50,No,0,,1,1,M,No,0,No,78.92,1,4.99,78.530517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,7.02
2022-03-16-March-Monthly-Gifting_ALL_1,,email,12867632,2163571,2022-04-13,2739,2739-01,4670868,Yes,253.38,khealth.com,Indulgent Sweets Variety Pack,Snacks,Snacks,Single-Serve,"chocolate covered,chocolate,sweet,nutty","snacks,chocolate covered,chocolate,chocolates & sweets,sweet,nutty,sampler,assorted (flavor)",Yes,White 5 Pound Bag,Iterable,0,"Dried Fruit,Snacks,Nuts",New York,NY,US,29.99,29.99,29.99,2021-03-23,2021-03-23 15:31:48,2022-04-13 11:53:07,No,0,,2.25,2.25,W,No,0,Yes,0,1,29.99,252.052068,0,0,0,0.09,0,1.237932,0,0,0,0,0,0,0,0,6.97
SEM Branded,google,cpc,12867528,2358902,2022-04-13,5325,5325-15,5352631,Yes,175.05,gmail.com,Caramel Coated Popcorn,Snacks,Chocolates & Sweets,Popcorn,sweet,"snacks,sweet,vegan",Yes,44 lb. box,google,0,Snacks,Holiday,FL,US,58.35,58.35,58.35,2021-09-16,2021-09-16 09:38:31,2022-04-13 11:43:16,No,0,,15,15,44,No,0,Yes,0,3,175.05,164.865508,0,0,0,0.899999,0,9.284493,0,0,0,0,0,0,0,0,22.2
"loyalty_ Web Conversion Buyers Last 90 Days - Oct 18, 2021",criteo,cpc,12866461,2011929,2022-04-13,2783,2786-01,4132426,Yes,155.87,gmail.com,Ethiopian Coffee,Coffees & Teas,"Coffees, Teas, & Drinks",Coffees,african,"light roast,african,premium coffee",Yes,,criteo,0,"Snacks,Coffees & Teas",Bozeman,MT,US,14.99,14.99,14.99,2020-12-27,2020-12-27 15:21:10,2022-04-13 08:25:49,No,0,,1,1,,No,0,No,0,1,14.99,154.632068,0,0,0,0,0,1.237932,0,0,0,0,0,0,0,0,14.86
SEM Branded,google,cpc,12866288,1883693,2022-04-13,1670,1670-01,3735602,Yes,97.89,gmail.com,Watermelon Fruit Leather Rolls,Dried Fruit,Dried Fruit,Fruit Leather Rolls,"kosher,kosher pareve","snacks,kosher,dried fruit,kosher pareve",Yes,Medium 1 Pound Bag,google,0,"Dried Fruit,Coffees & Teas",Meridian,ID,US,5.99,5.99,5.99,2020-12-25,2020-12-25 19:43:56,2022-04-13 06:35:00,No,0,,0.32,0.32,M,No,0,No,0,4,23.96,95.311735,0,0,0,0.1024,0,2.475865,0,0,0,0,0,0,0,0,10.4
(not set),,(none),12866548,2468349,2022-04-13,4047,4047-01,5847253,Yes,126.89,gmail.com,Marcona Almonds,Nuts,Nuts,Almonds,"salted,roasted,sweet","out of shell,salted,roasted,sweet,best sellers,snacks,oil roasted,whole nuts,premium,nuts,nuts and seeds",Yes,Medium 1 Pound Bag,(direct),0,"Dried Fruit,Nuts,Coffees & Teas,Powders",Farmington,MN,US,18.99,18.99,18.99,2022-01-25,2022-01-25 15:40:29,2022-04-13 08:55:28,No,0,,1,1,M,No,0,No,0,1,18.99,126.500517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,12.65
,,,12867517,,2022-04-13,8444,8444-01,939804,No,146.93,gmail.com,Organic Goji Berry Powder,Powders,Dried Fruit,Goji Berries,"kosher,gluten-free,no sulphur dioxide,superfoods,certified gluten-free,kosher pareve,organic","kosher,gluten-free,natural,no sulphur dioxide,superfoods,certified gluten-free,kosher pareve,organic",Yes,Small Black Bag,,0,"Chocolates & Sweets,Powders",Summerside,PE,CA,12.99,12.99,12.99,2016-09-23,2016-09-23 13:41:45,2022-04-13 11:42:00,No,0,,0.5,0.5,SB,No,0,No,0,2,25.98,144.354135,0,0,0,0.1,0,2.475865,0,0,0,0,0,0,0,0,13.23
2022-04-11-Mother's-Day-Gifts-RU-1_ALL_1,,email,12866595,,2022-04-13,3383,3383-01,4771938,No,68.97,outlook.com,Lemon Poppy Malt Balls,Chocolates & Sweets,Chocolates & Sweets,Malted Milk Balls,"kosher,sweet,chocolate,pastel,kosher dairy,lemon (flavor),malt","kosher,sweet,chocolate,chocolates & sweets,new products,kosher dairy,lemon (flavor),malt",Yes,Medium 1 Pound Bag,Iterable,4.99,"Chocolates & Sweets,Gifts,Nuts",WELLSVILLE,NY,US,10.99,0,10.99,2021-04-12,2021-04-12 17:14:39,2022-04-13 09:08:19,No,-10.99,,1,1,M,Yes,0,Yes,0,1,0,68.89,0,4.99,0,0.08,0,0,0,0,0,0,0,0,0,0,9.58
,,,12866237,423336,2022-04-13,8407,8407-01,230538,Yes,549.48,kent.edu,Mini Dark Chocolate Peanut Butter Cups,Chocolates & Sweets,Chocolates & Sweets,Mini Chocolates,"kosher dairy,nutty,chocolate,dark chocolate","kosher dairy,nutty,chocolate,dark chocolate,chocolates & sweets",Yes,Small 1 Pound Bag,,0,"Dried Fruit,Snacks,Nuts,Gifts,Chocolates & Sweets",,,,7.99,7.99,7.99,2020-11-27,2020-11-27 22:29:39,2022-04-13 05:21:50,No,0,,1,1,S,Yes,0,Yes,0,1,7.99,548.8010340000001,0,0,0,0.06,0,0.618966,0,0,0,0,0,0,0,0,20.52
Similar Audience & Lapsed Users,criteo,cpc,12867625,,2022-04-13,7238,7238-01,5860361,No,29.96,gmail.com,Garlic Bagel Chips,Snacks,Snacks,Bagel Chips,garlic (flavor),"garlic (flavor),snacks,bagel chips",Yes,Large Black Bag,criteo,6.99,"Dried Fruit,Snacks",Philadelphia,PA,US,6.99,6.99,6.99,2022-01-31,2022-01-31 18:05:25,2022-04-13 11:52:08,No,0,,1,1,LB,No,0,No,0,1,6.99,29.201034,0,6.99,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,5.08
(not set),,(none),12866744,1123910,2022-04-13,8101,8101-20,1162181,Yes,239.4,thepitandthepeel.com,Vanilla Light and Crunchy Granola,Snacks,Snacks,Granola & Muesli,"granola,sweet","granola,snacks,sweet",Yes,Durey Libby box,(direct),0,Snacks,Richmond,VA,US,79.8,79.8,79.8,2017-02-01,2017-02-01 19:58:53,2022-04-13 09:46:01,No,0,,20,20,DL,No,0,No,0,3,239.4,228.91550700000002,0,0,0,1.2,0,9.284493,0,0,0,0,0,0,0,0,22.02
(not set),,(none),12866986,,2022-04-13,3143,3143-01,5101807,No,50.94,gmail.com,Chopped Walnuts,Nuts,Nuts,Walnuts,"raw,keto,gluten-free,certified gluten-free,chopped and sliced,kosher pareve,kosher,toppings,salt-free","raw,vegan,keto,nuts and seeds,natural,gluten-free,paleo,out of shell,certified gluten-free,baking,chopped and sliced,nuts,kosher pareve,kosher,toppings,whole 30,unsalted,salt-free",Yes,Medium 1 Pound Bag,(direct),6.99,"Dried Fruit,Nuts",ROY,NM,US,10.99,10.99,10.99,2021-10-22,2021-10-22 10:51:38,2022-04-13 10:31:07,No,0,,1,1,M,No,0,No,0,1,10.99,50.550517,0,6.99,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,10.22
2022-04-12-Easter-Hosting-RU_DTC_1,,email,12865570,2194306,2022-04-13,3383,3383-01,4777445,Yes,64.92,comcast.net,Lemon Poppy Malt Balls,Chocolates & Sweets,Chocolates & Sweets,Malted Milk Balls,"kosher,sweet,chocolate,pastel,kosher dairy,lemon (flavor),malt","kosher,sweet,chocolate,chocolates & sweets,new products,kosher dairy,lemon (flavor),malt",Yes,Medium 1 Pound Bag,Iterable,0,"Snacks,Chocolates & Sweets,Dried Fruit",Nashville,TN,US,10.99,0,10.99,2021-04-13,2021-04-13 19:42:29,2022-04-13 00:08:55,No,-10.99,,1,1,M,No,0,Yes,0,1,-3.5,64.84,0,0,3.5,0.08,0,0,0,0,0,0,0,0,0,0,9.82
(not set),,(none),12867308,2519435,2022-04-13,8170,8170-01,6009181,No,65.93,gmail.com,Chex Mix �,Snacks,Snacks,Trail Mix,"cereal,salty,salted","cereal,salty,cocktail hour snacks,salted,snacks",Yes,Large Black Bag,(direct),0,"Dried Fruit,Snacks,Nuts,Chocolates & Sweets",Dacula,GA,US,6.99,6.99,6.99,2022-04-13,2022-04-13 11:16:05,2022-04-13 11:18:30,No,0,,1,1,LB,No,0,No,65.93,1,6.99,65.171034,0,0,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,9.82
(not set),,(none),12866917,2519400,2022-04-13,5185,5185-01,6009085,No,62.58,gmail.com,Honey-Roasted Almonds,Nuts,Nuts,Almonds,"honey (flavor),kosher dairy,kosher,honey roasted","honey (flavor),whole nuts,nuts,kosher dairy,snacks,kosher,oil roasted,honey roasted,nuts and seeds,out of shell",Yes,Medium 1 Pound Bag,(direct),6.99,"Nuts,Seeds",Cambridge,MA,US,11.99,11.99,11.99,,,2022-04-13 10:22:24,No,0,,1,1,M,No,0,No,62.58,1,11.99,61.881034,0,6.99,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,6.33
(not set),,referral,12867346,2071357,2022-04-13,1106,1106-01,4354096,Yes,117.82,juno.com,Dried Mango (Less Sugar Added),Dried Fruit,Dried Fruit,Mango,"kosher,gluten-free,certified gluten-free,kosher pareve","kosher,dried fruit,gluten-free,certified gluten-free,kosher pareve",Yes,Medium 1 Pound Bag,lg.provenpixel.com,0,"Dried Fruit,Vitamins,Snacks,Baking,Seeds,Cooking",Hampton,CT,US,7.99,7.99,7.99,2021-01-29,2021-01-29 08:45:01,2022-04-13 11:22:41,No,0,,1,1,M,No,0,No,0,1,7.99,116.502068,0,0,0,0.08,0,1.237932,0,0,0,0,0,0,0,0,27.3
,,,12865768,,2022-04-13,3102,3102-01,5491795,No,64.96,gmail.com,"Organic Brazil Nuts (Raw, No Shell)",Nuts,Nuts,Brazil Nuts,"organic,raw,kosher,gluten-free,kosher pareve,certified gluten-free,salt-free,keto","organic,raw,sprouting,nuts and seeds,natural,out of shell,nuts,kosher,gluten-free,kosher pareve,best sellers,certified gluten-free,whole 30,vegan,salt-free,baking,paleo,keto",Yes,Medium 1 Pound Bag,,0,"Nuts,Snacks",Fort Washington,MD,US,19.99,19.99,19.99,,,2022-04-13 02:05:36,No,0,,1,1,M,No,0,No,0,2,39.98,64.181034,0,0,0,0.16,0,0.618966,0,0,0,0,0,0,0,0,5.29
2022-04-13-April-Monthly-Gifting_DTC_1,,email,12867629,2262431,2022-04-13,8470,8470-01,5004290,Yes,83.94,gmail.com,Spring Yogurt Pretzels,Snacks,Chocolates & Sweets,Pretzels,"salted,kosher dairy,pretzels,kosher,sweet,yogurt covered","salted,chocolates & sweets,kosher dairy,kosher,sweet,yogurt covered",Yes,Large Black Bag,Iterable,10.99,Snacks,Anchorage,AK,US,6.99,6.99,6.99,2021-06-07,2021-06-07 00:04:43,2022-04-13 11:52:38,No,0,,1,1,LB,Yes,0,Yes,0,1,6.99,83.181034,0,10.99,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,10.99
(not set),,(none),12866983,2003103,2022-04-13,3006,3006-01,3726113,Yes,60.93,gmail.com,Black Walnuts,Nuts,Nuts,Walnuts,"toppings,certified gluten-free,raw,kosher pareve,gluten-free,salt-free,kosher","toppings,baking,paleo,certified gluten-free,nuts,raw,unsalted,kosher pareve,best sellers,gluten-free,natural,out of shell,salt-free,nuts and seeds,kosher",Yes,Medium 1 Pound Bag,(direct),0,"Snacks,Nuts,Cooking,Seeds",Mansfield,OH,US,15.99,15.99,15.99,2020-10-11,2020-10-11 11:04:58,2022-04-13 10:30:53,No,0,,1,1,M,No,0,No,0,1,15.99,60.540517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,9.58
2022-04-13-Easter-Gifts-10-Off_RDOptimum_1,,email,12867638,,2022-04-13,3356,3356-01,3509407,No,36.98,hughes.net,Greatest Hits Gift Box,Gifts,Gifts,Gift Baskets,"salty,baskets,sweet,nutty","chocolate gifts,salty,baskets,gifts,sympathy,nuts,sweet,best sellers,congratulations,thank you,snacks,birthday,nutty",Yes,,Iterable,6.99,Gifts,Iowa City,IA,US,29.99,29.99,29.99,2020-09-05,2020-09-05 16:32:55,2022-04-13 11:53:35,No,0,,1.5,1.5,,Yes,0,Yes,0,1,29.99,35.742067999999996,0,6.99,0,0,0,1.237932,0,0,0,0,0,0,0,0,8.96
(not set),,(none),12865654,2384107,2022-04-13,5193,5193-01,5399091,Yes,44.94,gmail.com,Fruit Slices,Chocolates & Sweets,Chocolates & Sweets,Fruit,"gluten-free,rainbow candy,fruity,sweet,gummy candy","gluten-free,assorted (flavor),chocolates & sweets,fruity,sweet",Yes,Small 1 Pound Bag,(direct),6.99,"Dried Fruit,Nuts,Chocolates & Sweets",New York,NY,US,4.99,4.99,4.99,2021-09-29,2021-09-29 01:21:30,2022-04-13 00:42:58,No,0,,1,1,S,No,0,Yes,0,1,4,44.261033999999995,0,6.99,0.99,0.06,0,0.618966,0,0,0,0,0,0,0,0,5.08
(not set),,referral,12866299,2206514,2022-04-13,5191,5191-01,4817440,Yes,49.93,midco.net,Salt Water Taffy,Chocolates & Sweets,Chocolates & Sweets,Salt Water Taffy,"carnival & circus,rainbow candy,sweet,old time candy,taffy,fruity,beach theme","assorted (flavor),carnival & circus,sweet,chocolates & sweets,old time candy,taffy,fruity,wrapped,beach theme",Yes,Medium 1 Pound Bag,mail.midco.net,6.99,"Nuts,Chocolates & Sweets",,,,5.99,5.99,5.99,2021-04-21,2021-04-21 08:15:14,2022-04-13 06:47:53,No,0,,1,1,M,No,0,Yes,0,1,5.99,49.231034,0,6.99,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,11.5
(not set),,(none),12865574,,2022-04-13,3004,3004-01,3807319,No,88.93,gci.net,Raw Almonds (No Shell),Nuts,Nuts,Almonds,"raw,certified gluten-free,kosher,keto,gluten-free,kosher pareve,salt-free","whole 30,nuts,raw,whole nuts,baking,snacks,paleo,certified gluten-free,vegan,kosher,keto,gluten-free,kosher pareve,best sellers,cooking,natural,out of shell,salt-free,nuts and seeds",Yes,Medium 1 Pound Bag,(direct),10.99,"Dried Fruit,Nuts",Homer,AK,US,9.99,9.99,9.99,2020-10-28,2020-10-28 06:34:36,2022-04-13 00:10:09,No,0,,1,1,M,No,0,No,0,1,6.59,88.54051700000001,0,10.99,3.4,0.08,0,0.309483,0,0,0,0,0,0,0,19.2,19.2
,,,12866240,2498820,2022-04-13,4003,4003-01,5913172,Yes,68.15,yahoo.com,Roasted Cashews (Salted),Nuts,Nuts,Cashews,"salted,certified gluten-free,gluten-free,kosher,sugar-free,roasted,kosher pareve","whole 30,salted,nuts and seeds,out of shell,certified gluten-free,gluten-free,decadent,nuts,paleo,kosher,snacks,best sellers,sugar-free,roasted,vegan,oil roasted,kosher pareve",Yes,Medium 1 Pound Bag,,0,"Dried Fruit,Coffees & Teas,Chocolates & Sweets,Nuts",,,,13.99,13.99,13.99,2022-02-25,2022-02-25 10:32:10,2022-04-13 05:31:17,No,0,,1,1,M,No,0,No,0,1,13.99,67.76051700000001,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.29
(not set),,referral,12867119,2238292,2022-04-13,5373,5373-01,4922086,Yes,64.91,gmail.com,Cheese Pretzels,Snacks,Snacks,Pretzels,"salty,cheese (flavor),pretzels","sports,salty,cheese (flavor),savory,snacks",Yes,Large Black Bag,retailmenot.com,6.99,"Chocolates & Sweets,Snacks",Huntsville,AL,US,6.99,6.99,6.99,2021-05-14,2021-05-14 13:36:57,2022-04-13 10:50:55,No,0,,1,1,LB,No,0,No,0,1,6.99,64.151034,0,6.99,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,9.82
2022-04-13-Easter-Gifts-10-Off_DTC_1,,email,12867097,98045,2022-04-13,8473,8473-01,39547,Yes,66.94,yahoo.com,Roasted Almonds (50% Less Salt),Nuts,Nuts,Almonds,"kosher pareve,roasted,kosher,gluten-free,certified gluten-free","nuts and seeds,nuts,best sellers,50% less salt,kosher pareve,roasted,kosher,oil roasted,gluten-free,certified gluten-free,out of shell,whole nuts",Yes,Medium 1 Pound Bag,Iterable,6.99,"Nuts,Greeting Cards",New York,NY,US,9.99,9.99,9.99,2021-10-23,2021-10-23 14:33:29,2022-04-13 10:47:31,No,0,,1,1,M,Yes,0,No,0,1,9.99,66.550517,0,6.99,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.08
,,,12866135,2464501,2022-04-13,2331,2331-01,5627746,Yes,27.87,gmail.com,Dark Chocolate Gummy Bears,Chocolates & Sweets,Chocolates & Sweets,Gummy Bears,"dark chocolate,chocolate,sweet","dark chocolate,chocolate,sweet",Yes,Small 1 Pound Bag,,6.99,Chocolates & Sweets,La Quinta,CA,US,10.99,10.44,10.99,2021-12-02,2021-12-02 15:36:26,2022-04-13 05:04:45,No,-0.55,,1,1,S,No,0,Yes,0,2,20.88,26.512068,0,6.99,0,0.12,0,1.237932,0,0,0,0,0,0,0,0,5.98
(not set),,organic,12865687,,2022-04-13,1199,1199-01,6008813,No,104.88,gmail.com,Halawi Dates,Dried Fruit,Dried Fruit,Dates,"no sulphur dioxide,kosher pareve,kosher,no sugar added","natural,dried fruit,no sulphur dioxide,kosher pareve,kosher,no sugar added",Yes,Medium 1 Pound Bag,google,0,"Dried Fruit,Chocolates & Sweets,Nuts,Cooking,Coffees & Teas",Staten Island,NY,US,9.99,9.99,9.99,2022-04-13,2022-04-13 00:32:49,2022-04-13 01:03:26,No,0,,1,1,M,No,0,No,104.88,1,7.890000000000001,104.181034,0,0,2.11,0.08,0,0.618966,0,0,0,0,0,0,0,0,5.08
,,,12867592,2342903,2022-04-13,5226,5226-01,5293101,Yes,88.3,outlook.com,Gummy Peaches,Chocolates & Sweets,Chocolates & Sweets,Gummi Rings,"peach (flavor),gummy candy,orange candy,red candy,fruity,gluten-free,sweet","peach (flavor),fruity,gluten-free,chocolates & sweets,sweet",Yes,Small 1 Pound Bag,,0,"Chocolates & Sweets,Baking",Laurel,MS,US,5.99,5.99,5.99,2021-08-30,2021-08-30 11:39:11,2022-04-13 11:49:13,No,0,,1,1,S,No,-0.6,Yes,0,1,5.99,87.621034,0,0,0,0.06,0,0.618966,0,0,0,0,0,0,0,0,9.82
(not set),,(none),12867622,,2022-04-13,3103,3103-01,5855515,No,60.95,gmail.com,Organic Cashews (Raw),Nuts,Nuts,Cashews,"kosher,gluten-free,certified gluten-free,organic,raw,kosher pareve,salt-free","out of shell,nuts,natural,sprouting,nuts and seeds,kosher,gluten-free,certified gluten-free,paleo,organic,raw,kosher pareve,best sellers,salt-free,baking",Yes,Medium 1 Pound Bag,(direct),0,"Nuts,Seeds",East Greenwich,RI,US,14.99,14.99,14.99,2022-01-29,2022-01-29 15:37:24,2022-04-13 11:51:43,No,0,,1,1,M,No,0,No,0,1,14.99,60.560517000000004,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,6.33
(not set),,(none),12865698,,2022-04-13,5842,5842-01,5960941,No,73.92,gmail.com,Boyer's Mallo Cups,Chocolates & Sweets,Chocolates & Sweets,Old Time Candy,"sweet,coconut (flavor),yellow candy","chocolates & sweets,sweet,coconut (flavor),wrapped",Yes,Medium 1 Pound Bag,(direct),0,"Nuts,Chocolates & Sweets,Baking,Seeds",Randleman,NC,US,9.99,9.99,9.99,2022-03-20,2022-03-20 22:09:44,2022-04-13 01:16:36,No,0,,1,1,M,No,0,Yes,0,1,9.99,73.221034,0,0,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,10.18
"loyalty_ Web Conversion Buyers Last 90 Days - Oct 18, 2021",criteo,cpc,12866830,2498129,2022-04-13,8250,8250-01,5943067,Yes,50.94,yahoo.com,Mini Chocolate Pretzels,Chocolates & Sweets,Chocolates & Sweets,Pretzels,"chocolate,toppings,sweet,kosher dairy,pretzels,salted,chocolate covered,milk chocolate","chocolate,toppings,sweet,kosher dairy,salted,decadent,chocolate covered,chocolates & sweets,milk chocolate",Yes,Large 1 Pound Bag,criteo,6.99,"Dried Fruit,Chocolates & Sweets",Keller,TX,US,6.99,6.99,6.99,2022-03-11,2022-03-11 07:54:07,2022-04-13 10:05:16,No,0,,1,1,L,No,0,Yes,0,2,13.98,49.462067999999995,0,6.99,0,0.24,0,1.237932,0,0,0,0,0,0,0,0,5.75
2022-04-12-Easter-Hosting-RU_DTC_1,,email,12866449,2470230,2022-04-13,4918,4918-01,5853375,Yes,83.91,gmail.com,Roasted Cashews (50% Less Salt),Nuts,Nuts,Cashews,"salted,certified gluten-free,roasted,gluten-free,kosher pareve,kosher","best sellers,nuts and seeds,snacks,salted,whole 30,oil roasted,premium,nuts,certified gluten-free,roasted,50% less salt,out of shell,gluten-free,kosher pareve,kosher,vegan",Yes,Medium 1 Pound Bag,Iterable,0,"Nuts,Chocolates & Sweets,Dried Fruit,Baking",Pittsburgh,PA,US,13.99,13.99,13.99,,,2022-04-13 08:21:20,No,0,,1,1,M,No,0,No,0,1,13.99,83.520517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,8.09
(not set),,(none),12866986,,2022-04-13,1005,1005-01,5101807,No,50.94,gmail.com,Dried Apples,Dried Fruit,Dried Fruit,Apples,"certified gluten-free,gluten-free,no sugar added,kosher,kosher pareve","dried fruit,certified gluten-free,best sellers,snacks,gluten-free,no sugar added,kosher,kosher pareve",Yes,Large 1 Pound Bag,(direct),6.99,"Dried Fruit,Nuts",ROY,NM,US,7.99,7.99,7.99,2021-10-22,2021-10-22 10:51:38,2022-04-13 10:31:07,No,0,,1,1,L,No,0,No,0,1,7.99,50.201034,0,6.99,0,0.12,0,0.618966,0,0,0,0,0,0,0,0,10.22
(not set),,(none),12865841,1760765,2022-04-13,7238,7238-01,3286868,Yes,175.78,comcast.net,Garlic Bagel Chips,Snacks,Snacks,Bagel Chips,garlic (flavor),"garlic (flavor),snacks,bagel chips",Yes,Large Black Bag,(direct),0,"Dried Fruit,Snacks,Nuts",Seattle,WA,US,6.99,6.99,6.99,2020-07-14,2020-07-14 20:39:50,2022-04-13 03:18:26,No,0,,1,1,LB,No,0,No,0,1,6.99,175.02103400000001,0,0,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,19.85
